NCT_ID,Brief_Title,Has_Adverse_Events,Total_Deaths,Total_Serious_AEs,Total_Other_AEs,Unique_Serious_Events,Unique_Other_Events,Event_Groups
NCT00757627,Patient-Reported Effectiveness and Safety of Etoricoxib in Osteoarthritis (OA)(0663-113),True,0,6,82,6,9,1
NCT05765227,Clinical Evaluation of a Manufacturing Process for a Frequent Replacement Silicone Hydrogel Multifoc...,True,0,0,0,0,0,5
NCT01470027,N-Acetylcysteine for Neuroprotection in Parkinson's Disease,True,0,0,12,0,8,6
NCT03785327,Improving Social Interaction for Adolescents With Autism During the Transition to Adulthood,True,0,0,0,0,0,4
NCT02104427,"PD and Safety of TG-0054 Combined With G-CSF in Multiple Myeloma, Non-Hodgkin Lymphoma and Hodgkin D...",True,0,0,15,0,9,3
NCT01748227,IMproving Pain Using Peer RE-inforced Self-management Skills,True,0,0,0,0,0,1
NCT05162027,Erenumab-aooe for Temporomandibular Disorders Management: TMD Cgrp Antibody RElief (TMD CARE),True,0,0,1,0,1,2
NCT04305327,Efficacy and Safety of Brodalumab in Adolescents From 12 to 17 Years of Age With Moderate-to-severe ...,True,0,0,7,0,10,4
NCT02924727,Prospective ARNI vs ACE Inhibitor Trial to DetermIne Superiority in Reducing Heart Failure Events Af...,True,468,2272,3539,825,37,4
NCT02317627,"Phase 2, Open-label, Study of KD025 in Subjects With Psoriasis Vulgaris Who Failed First-line Therap...",True,0,0,62,0,57,4
NCT01571427,Conversations as a Means to Delay the Onset of Alzheimer's Disease,True,0,0,0,0,0,2
NCT04531527,Study to Learn More About the Potential of Antifungal Cream V61-044 Containing Trolamine to Cause Ir...,True,0,0,0,0,0,1
NCT03005327,"A Dose Determination and Safety Study of X4P-001 (Mavorixafor) in Participants With Warts, Hypogamma...",True,0,6,24,5,61,7
NCT02018627,Equivalence of A Stable Liquid Glucagon Formulation With Freshly Reconstituted Lyophilized Glucagon,True,0,0,0,0,0,2
NCT01895127,Efficacy and Safety of Eculizumab for Treatment of Antibody-mediated Rejection Following Renal Trans...,True,0,8,8,12,25,2
NCT00853827,Safety and Efficacy of Aliskiren on the Progression of Atherosclerosis in Coronary Artery Disease Pa...,True,0,173,361,166,38,2
NCT01299727,Extension of Study HGT-SAN-055 Evaluating Administration of rhHNS in Patients With Sanfilippo Syndro...,True,0,11,12,24,215,3
NCT01180127,Mars Flavanol Exercise and Cognitive Function Study,True,0,0,0,0,0,4
NCT02031627,Treatment Response to Different Lymphoedema Compression Programs Using a Pneumatic Compression Devic...,True,0,0,0,0,0,3
NCT00599027,An Exploratory Study of Nasonex in Patients With Moderate to Severe Persistent Allergic Rhinitis and...,True,0,0,0,0,0,2
NCT03222427,A Study of LY3314814 in Healthy Participants,True,0,0,3,0,3,1
NCT00483327,Management of Atypical Endometrial Hyperplasia and Endometrial Carcinoma Using Megestrol Acetate,True,0,1,29,1,66,1
NCT00240227,Prazosin for ETOH or Cocaine Craving,True,0,0,1,0,1,2
NCT00385827,A Safety and Efficacy Study of Siltuximab (CNTO 328) in Male Subjects With Metastatic Hormone-Refrac...,True,0,41,97,62,89,3
NCT02117427,TARGTEPO Treatment for Anemia in Chronic Kidney Disease (CKD) Patients and End-Stage Renal Disease (...,True,1,6,10,12,74,3
NCT00208494,Metal on Metal Versus Ceramic on Metal Hip Replacement,True,0,88,262,18,11,2
NCT01943994,Psilocybin-facilitated Smoking Cessation Treatment: A Pilot Study,True,0,2,93,2,23,3
NCT03627494,"First Time in Human (FTIH) Study to Evaluate the Safety, Pharmacokinetics, and Pharmacodynamics of S...",True,0,0,33,0,35,13
NCT02445794,A First in Human Study of RT001 in Patients With Friedreich's Ataxia,True,0,1,14,1,11,4
NCT03297294,Safety and Efficacy of EMA401 in Patients With Painful Diabetic Neuropathy (PDN),True,0,8,36,7,8,5
NCT00876694,Confirmatory Study of Indacaterol in Patients With Chronic Obstructive Pulmonary Disease (COPD),True,0,20,87,20,5,2
NCT02328027,99mTc-rhAnnexin V-128 a Phase I/IIa Study in Patients With Rheumatoid Arthritis (RA) or Ankylosing S...,True,0,1,14,1,56,2
NCT04939727,Suicide Prediction and Prevention for People at Risk for Opioid Use Disorder: Supplement to COMPUTE ...,True,3,69,9,2,1,2
NCT04144127,Soccer Intervention in Prostate Cancer Survivors,True,0,0,0,0,0,1
NCT02454127,Effectiveness of Four Popular Diet Strategies for Weight Loss and Cardiac Risk Reduction,True,0,0,0,0,0,4
NCT00771927,Post-Authorization Safety Study to Assess the Safety of Vimpat as add-on Therapy in Patients With Pa...,True,0,142,658,100,357,2
NCT02333227,Saving Lives at Birth: Primary Prevention of Periodontal Disease in Relation to Preterm Birth in Mal...,True,2,2,0,1,0,2
NCT02395627,Reversing Therapy Resistance With Epigenetic-Immune Modification,True,1,10,36,12,39,3
NCT01791127,Safety and Performance Study of the Siello S Pacing Lead,True,356,145,154,42,41,1
NCT01987427,"A Multicenter, Double-blind, Randomized, Parallel-group, Pilot Study of 12-week Duration to Assess t...",True,0,3,155,3,140,3
NCT04947527,Efficacy and Safety Evaluation of Anti-Caries Varnish,True,0,0,100,0,15,2
NCT02368691,Efficacy and Safety of GTx-024 in Patients With Androgen Receptor-Positive Triple Negative Breast Ca...,True,13,5,28,8,6,1
NCT01627691,REPRISE II: REpositionable Percutaneous Replacement of Stenotic Aortic Valve Through Implantation of...,True,11,152,157,138,15,1
NCT03199391,BioWick SureLock Clinical Outcomes Study,True,1,5,29,7,39,1
NCT00054691,ZD1839 (Iressa) for Recurrent or Metastatic Squamous Cell Carcinoma of the Skin,True,0,17,40,25,58,1
NCT03987191,Insulin Pump to Multiple Daily Injection Transition Clinical Trial,True,0,0,2,0,1,2
NCT03554291,Repurposing a Histamine Antagonist to Benefit Patients With Pulmonary Hypertension,True,3,13,34,8,14,2
NCT01192191,A Long-term Safety Study of Fluticasone Furoate (FF)/GW642444 in Japanese Subjects With COPD,True,0,33,129,29,10,2
NCT01025791,A Single Dose Study of MK-8266 (MK-8266-001),True,0,0,51,0,37,14
NCT04033991,"Study of Patients With Metastatic and/or Advanced Renal Cell Carcinoma, Treated With Sunitinib/Axiti...",True,0,0,0,0,0,2
NCT00495391,"Study of Nitazoxanide, Peginterferon Alfa-2a and Ribavirin for the Treatment of Hepatitis C",True,0,2,62,3,32,2
NCT02932891,"An Open Label, Safety Study to Assess the Potential for Adrenal Suppression.",True,0,0,3,0,4,1
NCT02770391,Apalutamide and Leuprolide in Intermediate and High-risk Prostate Cancer,True,0,1,47,1,61,1
NCT00689091,Bispectral Index (BIS) Versus Electronic Alerts in the Prevention of Anesthesia Awareness: the Michi...,True,0,0,0,0,1,2
NCT02446691,Evaluation of Antibody Persistence Following 4 MenACWY Vaccinations,True,0,26,112,23,76,1
NCT03965091,A Study to Test the Effectiveness and Safety of Fremanezumab on Participants With Fibromyalgia,True,0,3,32,3,6,3
NCT00617929,"Antithymocyte Globulin, Clofarabine, and Rituximab in Treating Patients After an Unsuccessful Stem C...",True,0,7,11,5,42,1
NCT02717494,Safety and Immunogenicity of Anti-Pneumococcal Vaccines in HIV-Infected Pregnant Women,True,3,106,237,56,12,8
NCT01365494,"Immunogenicity and Safety of Rabies Vaccine, Administered With Two Different Simulated Post Exposure...",True,0,0,11,0,1,2
NCT00094094,Anti-angiogenesis Agent AG-013736 in Patients With Advanced Non-Small Cell Lung Cancer,True,0,16,31,28,67,1
NCT00026494,Temozolomide and Vinorelbine in Treating Patients With Recurrent Brain Metastases,True,0,25,46,27,52,4
NCT02062294,An Observational Study of Valcyte (Valganciclovir) in D+/R- Liver Transplant Recipients,True,0,6,10,9,27,1
NCT01849289,A Trial Comparing Efficacy and Safety of Insulin Degludec and Insulin Glargine in Insulin naïve Subj...,True,0,26,158,23,2,2
NCT05149989,Comparison Between a Novel Proning Pillow System and Standard Pillows,True,0,0,0,0,0,1
NCT00850889,Juvederm Ultra With Lidocaine Compared With Restylane for the Correction of Nasolabial Folds,True,0,0,10,0,3,2
NCT03710889,Early Effects of Abaloparatide on Tissue-Based Indices of Bone Formation and Resorption,True,0,2,18,2,9,1
NCT04269629,The Effect of Antihypertensive Drugs on Severity of Anaphylaxis and Side-effects During Venom Immuno...,True,0,0,0,0,0,1
NCT01370629,"Study of Normal Conditions of Use, Dosing, and Safety of Intravenous (IV) Administration of Vernakal...",True,0,26,62,12,2,1
NCT03219294,Does Deep Neuromuscular Blockade Improve Operating Conditions During Total Hip Replacements?,True,0,0,0,0,0,2
NCT02813694,Study to Compare Lefamulin to Moxifloxacin for the Treatment of Adults With Pneumonia,True,8,35,73,28,3,2
NCT03015194,NHLBI DIR LAMPOON Study: Intentional Laceration of the Anterior Mitral Leaflet to Prevent Left Ventr...,True,16,30,30,98,76,1
NCT00746694,A Study to Determine the Management of Palmar-plantar Erythrodysesthesia (PPE) in Patients With Meta...,True,0,3,122,3,10,1
NCT04716894,A Study in Healthy Men to Test How Itraconazole Influences the Amount of BI 474121 in the Blood,True,0,0,3,0,4,3
NCT04195594,An Study Investigating Nic's Keto Diet on Cardiovascular Health in Healthy Adults With Mildly Elevat...,True,0,0,10,0,26,1
NCT02252744,Prevalence of Dry Eye Disease in Patients Diagnosed With Rheumatoid Arthritis,True,0,0,0,0,0,1
NCT04723576,Mental and Physical Well-Being of Frontline Health Care Workers During Coronavirus Disease 2019 (COV...,True,0,0,0,0,0,2
NCT02933476,Vibrotactile Stimulation in Parkinson's Disease,True,0,0,0,0,0,1
NCT02156076,A Blinded Study to Evaluate Effect on Atrial Fibrillation Burden in Patients With Paroxysmal Atrial ...,True,0,0,15,0,24,4
NCT00505076,Treatment Study for Cognitive Deficits in Schizophrenia,True,0,2,14,2,5,3
NCT01643876,The Effect of Palatal Brushing on Denture Stomatitis,True,0,0,0,0,0,1
NCT04372927,ADMIRAL Trial: Adaptive Mediastinal Radiation With Chemo-Immunotherapy,True,1,1,1,1,1,1
NCT01554527,Continuous Positive Airway Pressure (CPAP) After Adenotonsillectomy in Children,True,0,17,92,3,22,3
NCT04356027,FUnctional diagnoSIs of corONary Stenosis (FUSION),True,0,5,3,3,4,1
NCT03516227,Effects of Biofeedback in Patients With Acute Cerebral Infarction,True,0,0,0,0,0,2
NCT00613327,An Efficacy and Safety Study of Oxybutynin Chloride Oral Osmotic Therapeutic System (OROS) in Korean...,True,0,3,289,3,68,1
NCT02248727,Clinical Performance of Existing Wearers of Avaira Sphere Following a Refit With Clariti Elite Spher...,True,0,0,0,0,0,1
NCT00426127,Docetaxel and Liposomal Doxorubicin Chemotherapy With Enoxaparin in Patients With Advanced Pancreati...,True,2,1,2,1,39,1
NCT02474927,Combination Therapy With Carfilzomib for the Antibody-Mediated Rejection Diagnosis in Lung Transplan...,True,3,4,22,6,27,1
NCT01479127,"Study of Safety, Tolerability, Pharmacokinetics, and Efficacy of ABT-SLV187 in Subjects With Advance...",True,0,1,11,3,31,2
NCT02810327,Alpha-1 Carrier Genomics Study,True,0,0,0,0,0,2
NCT00358527,Mometasone Furoate on Sleep Disturbances in Subjects With Seasonal Allergic Rhinitis (Study P04608) ...,True,0,1,17,1,1,2
NCT03329027,A Pilot Study to Assess the Efficacy and Safety of Various Vibrating Capsule Modes,True,0,0,16,0,6,3
NCT05425927,Comparative Study of Conventional MR Images With Synthetically Reconstructed MR Images of the Brain,True,0,0,1,0,1,1
NCT02740127,Evaluate Use of Caudal Nerve Blocks in Adult Penile Prosthesis,True,0,0,0,0,0,2
NCT02965027,Prazosin for Post-Concussive Headaches,True,0,2,74,2,16,2
NCT02047227,Phase 3 Study to Evaluate the Efficacy and Safety of Pergoveris® in Assisted Reproductive Technology...,True,0,25,262,21,165,2
NCT01000727,The Stabilization Of pLaques usIng Darapladib-Thrombolysis In Myocardial Infarction 52 Trial,True,779,5944,7114,1293,34,2
NCT02330627,Positive Valence System Enhancement Treatment for Anxiety and Depression: Clinical Efficacy and Neur...,True,0,0,0,0,0,2
NCT03505476,Optimizing the Previs Device for Prediction of Postoperative Ileus,True,0,0,0,0,0,1
NCT03692676,Characteristics of Pts Initiating Spiriva Respimat in Asthma,True,0,0,0,0,0,4
NCT03686176,Virtual Reality During Procedures in Pediatric Patients,True,0,0,11,0,2,3
NCT00597376,Study of the Effects of Cerefolin NAC on Inflammation Blood Markers in Older Individuals With Memory...,True,0,19,58,8,10,2
NCT01568827,"Inflammation, Polyphenols, and Genetics",True,0,0,0,0,0,2
NCT04470427,"A Study to Evaluate Efficacy, Safety, and Immunogenicity of mRNA-1273 Vaccine in Adults Aged 18 Year...",True,146,2422,16492,944,5,6
NCT03416127,Effect of Propolis or Metformin Administration on Glycemic Control in Patients With Type 2 Diabetes ...,True,0,0,9,0,6,3
NCT03394027,ONC201 in Recurrent/Refractory Metastatic Breast Cancer and Advanced Endometrial Carcinoma,True,5,12,22,27,72,3
NCT00872027,Preventing Depression in People Receiving Mechanical Ventilation in an Intensive Care Unit,True,0,0,15,0,8,2
NCT02989727,Melancholic Symptoms in Bipolar Depression and Responsiveness to Lamotrigine,True,0,5,173,5,12,2
NCT01594827,Persistent Methicillin Resistant Staphylococcus Aureus Eradication Protocol (PMEP),True,0,4,28,2,14,2
NCT01041027,"Radiation Therapy, Paclitaxel, and Carboplatin in Treating Patients With High-Risk Endometrial Cance...",True,3,2,5,5,35,1
NCT00927927,First-in-man Trial of NNC0142-0002 in Patients With Rheumatoid Arthritis,True,0,2,47,2,37,15
NCT04761627,A Study to Investigate Interchangeability of ABP 654 for the Treatment of Participants With Moderate...,True,2,19,237,24,10,7
NCT03377127,Impact of Pharmacy Clinic on Diabetes Management,True,0,0,0,0,0,2
NCT04239027,A Study to Assess the Effects of Brolucizumab in Adult Patients With Neovascular Age Related Macular...,True,1,20,130,21,161,1
NCT05326776,Peripheral Oxytocin and Touch,True,0,0,0,0,0,2
NCT01612676,Investigating FE 202158 as Potential Primary Treatment in Patients With Early Septic Shock,True,0,20,54,16,56,5
NCT01621776,Effect of Apidra Compared to Humalog in Decreasing Post-Prandial Hyperglycemia,True,0,0,99,0,1,3
NCT04228276,Treating Stimulant Addiction With Repetitive Transcranial Magnetic Stimulation,True,0,0,0,0,0,2
NCT03806127,Study to Evaluate the Efficacy and Safety of Vibegron Administered Orally for 12 Weeks to Women With...,True,0,3,32,3,8,2
NCT01745627,755nm Alex Laser for Treatment of Pigmented and Vascular Lesions and Scars,True,0,0,17,0,8,1
NCT00350727,Pazopanib In Combination With Lapatinib In Adult Patients With Relapsed Malignant Glioma,True,0,29,73,38,94,3
NCT01444027,Hospice Problem Solving Intervention,True,0,0,0,0,0,3
NCT01544127,Motivational Interviewing to Prevent Suicide in High Risk Veterans,True,1,22,41,3,2,3
NCT00622427,Ramelteon for Treatment of Adult Patients With ADHD-Related Insomnia,True,0,0,7,0,3,2
NCT03742427,Effect of Cervical Collar on the Optic Nerve Sheath Diameter in Minor Head Trauma,True,0,0,0,0,0,1
NCT00531427,Buprenorphine Transdermal System (BTDS) in Subjects w/Mod-sev Osteoarthritis (OA) Chronic Pain of Kn...,True,0,21,681,29,11,3
NCT04036227,"Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of GS-248",True,0,0,38,0,43,11
NCT06165627,Comparison of Clinical Performance of Two Monthly Replacement Toric Soft Contact Lenses,True,0,0,0,0,0,5
NCT05875727,A Study to Learn About the Safety and Immune Response of 20vPnC in Adults in India.,True,0,0,171,0,7,1
NCT01534676,Effects of Transfusion of Older Stored Red Cells,True,0,0,0,0,0,2
NCT02008227,A Study of Atezolizumab Compared With Docetaxel in Participants With Locally Advanced or Metastatic ...,True,0,380,1076,212,49,2
NCT02343627,Safety and Efficacy of NVXT Solution in Mild-to-Moderate Fungal Infection of the Toe Nail,True,0,0,10,0,9,2
NCT02504827,Steady-state Pharmacokinetics of Ceftazidime/Avibactam in Cystic Fibrosis,True,0,0,0,0,0,1
NCT00424827,A Trial of Chemo & Radiation Therapy for Pancreatic Cancer,True,0,4,11,4,5,1
NCT01394627,Hypoglycemia and the Mineralocorticoid Receptor,True,0,0,0,0,0,2
NCT00149227,Add-on Effects of Valsartan on Morbi- Mortality (KYOTO HEART Study),True,0,0,0,0,0,2
NCT04948827,A First-in-Human Study of SBP-9330 in Healthy Subjects,True,0,0,51,0,44,13
NCT03215927,Abatacept for the Treatment of Myositis-associated Interstitial Lung Disease,True,1,3,11,3,39,2
NCT04586127,Improving Care Coordination for Adolescents and Young Adults With Cancer,True,1,0,0,0,0,1
NCT00661427,Cetuximab at Either 500 or 750 mg/m2 Every Other Week for Recurrent or Metastatic Head and Neck Squa...,True,0,25,46,34,39,2
NCT02276027,"A Phase II, Open Label, Multiple Arm Study of AUY922, BYL719, INC280, LDK378 and MEK162 in Chinese P...",True,11,42,66,29,231,4
NCT00645827,Use of an Insulin Infusion Conversion Equation (IICE) to Control Blood Glucose in Hospitalized Patie...,True,0,0,0,0,0,2
NCT02489227,Comparison of CHS-1420 Versus Humira in Subjects With Chronic Plaque Psoriasis,True,1,22,79,25,2,6
NCT02720627,An Evaluation of the Adrenal Suppression Potential and PK of CB-03-01 Cream in Pediatric Patients Wi...,True,0,0,5,0,2,1
NCT01025427,HIV Persistence and Viral Reservoirs,True,0,0,0,0,0,1
NCT03486327,Transabdominal Ultrasound With BR55 for Characterization of Pancreatic Lesions,True,0,0,2,0,2,3
NCT02734576,Venous Sinus Stenting To Treat Intractable Pulsatile Tinnitus Caused By Venous Sinus Stenosis,True,0,0,0,0,0,1
NCT00494676,Clinical Trial of Peripheral Prism Glasses for Hemianopia,True,0,0,0,0,0,1
NCT01064076,S-ICD® System IDE Clinical Study,True,0,52,104,27,10,1
NCT03476876,Comparative Effectiveness of Two Acellular Matrices (Dermacell vs. Integra) for Management of Deep D...,True,0,0,0,0,0,2
NCT00579527,Phase I/II Thymus Transplantation With Immunosuppression #950,True,4,13,14,42,107,1
NCT00596427,Mechanisms of Glucose Lowering Effect of Colesevelam HCl,True,0,0,42,0,17,2
NCT00723827,Temodal (Temozolomide) Post Marketing Surveillance Protocol (Study P05557AM2),True,0,103,132,73,3,1
NCT00441727,Study of Esomeprazole 20 mg or 40 mg vs Placebo Effectiveness on the Occurrence of Peptic Ulcers in ...,True,0,121,105,99,2,3
NCT03782727,ObservAtional Study to Investigate Surgical Site Infection in Ulcerated Skin Cancers,True,0,0,0,0,0,1
NCT03035227,Catheter Ablation of Arrhythmias to Improve CRT Response,True,0,0,0,0,0,2
NCT02684227,"Enzalutamide, Carboplatin, and Paclitaxel in Treating Patients With Stage III-IV or Recurrent Endome...",True,2,6,39,6,84,2
NCT00105027,The Standard Care vs. COrticosteroid for REtinal Vein Occlusion (SCORE) Study,True,10,297,635,209,33,6
NCT00266227,A Study of Retreatment With Rituximab in Patients With Rheumatoid Arthritis Receiving Background Met...,True,0,70,510,70,19,3
NCT03053427,A Study of Oral Dosing of Gabapentin Enacarbil in Japanese Restless Legs Syndrome Patients,True,0,3,91,3,3,2
